country	year	VXa	SES	RISK	HIV	TB	age_from	age_thru	value
IND	1900.999	NA	NA	mild	NA	S	0	14	8544.34499849318
IND	1900.999	NA	NA	mild	NA	C	0	14	4362.22778042699
IND	1900.999	NA	NA	mild	NA	I	0	14	4828.63282874005
IND	1900.999	NA	NA	mild	NA	Dm	0	14	3866.29491101696
IND	1900.999	NA	NA	mild	NA	Ds	0	14	539.022956526896
IND	1900.999	NA	NA	mild	NA	Dc	0	14	218.928550305659
IND	1900.999	NA	NA	mild	NA	Rt	0	14	0
IND	1900.999	NA	NA	mild	NA	R	0	14	1583.16578926421
IND	1900.999	NA	NA	mild	NA	TBdead	0	14	42.0474052260624
IND	1900.999	NA	NA	mild	NA	Dccount	0	14	272.592256587742
IND	1900.999	NA	NA	mild	NA	Dscount	0	14	1329.83494372852
IND	1900.999	NA	NA	mild	NA	Dmcount	0	14	909.51690677761
IND	1900.999	NA	NA	moderate	NA	S	0	14	8142.25817503467
IND	1900.999	NA	NA	moderate	NA	C	0	14	4156.94647311278
IND	1900.999	NA	NA	moderate	NA	I	0	14	4601.40304856404
IND	1900.999	NA	NA	moderate	NA	Dm	0	14	3684.35162108675
IND	1900.999	NA	NA	moderate	NA	Ds	0	14	513.657170337394
IND	1900.999	NA	NA	moderate	NA	Dc	0	14	208.626030291275
IND	1900.999	NA	NA	moderate	NA	Rt	0	14	0
IND	1900.999	NA	NA	moderate	NA	R	0	14	1508.66386976943
IND	1900.999	NA	NA	moderate	NA	TBdead	0	14	40.0687038036595
IND	1900.999	NA	NA	moderate	NA	Dccount	0	14	259.764385689495
IND	1900.999	NA	NA	moderate	NA	Dscount	0	14	1267.25447578835
IND	1900.999	NA	NA	moderate	NA	Dmcount	0	14	866.716111164545
IND	1901.999	NA	NA	over	NA	S	0	14	1872.89610079019
IND	1901.999	NA	NA	over	NA	C	0	14	753.530872475954
IND	1901.999	NA	NA	over	NA	I	0	14	3291.16779689009
IND	1901.999	NA	NA	over	NA	Dm	0	14	1343.0820165929
IND	1901.999	NA	NA	over	NA	Ds	0	14	264.463312767284
IND	1901.999	NA	NA	over	NA	Dc	0	14	135.550788585038
IND	1901.999	NA	NA	over	NA	Rt	0	14	0
IND	1901.999	NA	NA	over	NA	R	0	14	489.042280189989
IND	1901.999	NA	NA	over	NA	TBdead	0	14	33.2702597085487
IND	1901.999	NA	NA	over	NA	Dccount	0	14	160.381147216356
IND	1901.999	NA	NA	over	NA	Dscount	0	14	607.242233119557
IND	1901.999	NA	NA	over	NA	Dmcount	0	14	678.010163840532
IND	1901.999	NA	NA	normal	NA	S	0	14	19697.7003703796
IND	1901.999	NA	NA	normal	NA	C	0	14	7925.06607259193
IND	1901.999	NA	NA	normal	NA	I	0	14	34614.0061397061
IND	1901.999	NA	NA	normal	NA	Dm	0	14	14125.5177607185
IND	1901.999	NA	NA	normal	NA	Ds	0	14	2781.42449634558
IND	1901.999	NA	NA	normal	NA	Dc	0	14	1425.62036270471
IND	1901.999	NA	NA	normal	NA	Rt	0	14	0
IND	1901.999	NA	NA	normal	NA	R	0	14	5143.37570544643
IND	1901.999	NA	NA	normal	NA	TBdead	0	14	349.91135210715
IND	1901.999	NA	NA	normal	NA	Dccount	0	14	1686.76723796513
IND	1901.999	NA	NA	normal	NA	Dscount	0	14	6386.51314142982
IND	1901.999	NA	NA	normal	NA	Dmcount	0	14	7130.79655073663
IND	1901.999	NA	NA	mild	NA	S	0	14	5489.52305404023
IND	1901.999	NA	NA	mild	NA	C	0	14	2208.62497105021
IND	1901.999	NA	NA	mild	NA	I	0	14	9646.52630122957
IND	1901.999	NA	NA	mild	NA	Dm	0	14	3936.61970380679
IND	1901.999	NA	NA	mild	NA	Ds	0	14	775.151089145489
IND	1901.999	NA	NA	mild	NA	Dc	0	14	397.304035507869
IND	1901.999	NA	NA	mild	NA	Rt	0	14	0
IND	1901.999	NA	NA	mild	NA	R	0	14	1433.39978676376
IND	1901.999	NA	NA	mild	NA	TBdead	0	14	97.5162784560911
IND	1901.999	NA	NA	mild	NA	Dccount	0	14	470.082672875527
IND	1901.999	NA	NA	mild	NA	Dscount	0	14	1779.84792466077
IND	1901.999	NA	NA	mild	NA	Dmcount	0	14	1987.27116987742
IND	1901.999	NA	NA	moderate	NA	S	0	14	5231.19255737951
IND	1901.999	NA	NA	moderate	NA	C	0	14	2104.68967829491
IND	1901.999	NA	NA	moderate	NA	I	0	14	9192.57212234817
IND	1901.999	NA	NA	moderate	NA	Dm	0	14	3751.36701186294
IND	1901.999	NA	NA	moderate	NA	Ds	0	14	738.67339083276
IND	1901.999	NA	NA	moderate	NA	Dc	0	14	378.607375013381
IND	1901.999	NA	NA	moderate	NA	Rt	0	14	0
IND	1901.999	NA	NA	moderate	NA	R	0	14	1365.94567915135
IND	1901.999	NA	NA	moderate	NA	TBdead	0	14	92.9272771169809
IND	1901.999	NA	NA	moderate	NA	Dccount	0	14	447.961135328443
IND	1901.999	NA	NA	moderate	NA	Dscount	0	14	1696.09037526497
IND	1901.999	NA	NA	moderate	NA	Dmcount	0	14	1893.75252658907
IND	1902.999	NA	NA	over	NA	S	0	14	1013.78205902598
IND	1902.999	NA	NA	over	NA	C	0	14	295.138082840153
IND	1902.999	NA	NA	over	NA	I	0	14	4260.72759424102
IND	1902.999	NA	NA	over	NA	Dm	0	14	1605.87899356743
IND	1902.999	NA	NA	over	NA	Ds	0	14	348.439603394639
IND	1902.999	NA	NA	over	NA	Dc	0	14	197.560443778721
IND	1902.999	NA	NA	over	NA	Rt	0	14	0
IND	1902.999	NA	NA	over	NA	R	0	14	408.855688773944
IND	1902.999	NA	NA	over	NA	TBdead	0	14	52.6209623781127
IND	1902.999	NA	NA	over	NA	Dccount	0	14	220.708189878662
IND	1902.999	NA	NA	over	NA	Dscount	0	14	809.236117998454
IND	1902.999	NA	NA	over	NA	Dmcount	0	14	983.606530504125
IND	1902.999	NA	NA	normal	NA	S	0	14	10662.1906207905
IND	1902.999	NA	NA	normal	NA	C	0	14	3104.03845745678
IND	1902.999	NA	NA	normal	NA	I	0	14	44811.1005601211
IND	1902.999	NA	NA	normal	NA	Dm	0	14	16889.4170013126
IND	1902.999	NA	NA	normal	NA	Ds	0	14	3664.62341501258
IND	1902.999	NA	NA	normal	NA	Dc	0	14	2077.79087422448
IND	1902.999	NA	NA	normal	NA	Rt	0	14	0
IND	1902.999	NA	NA	normal	NA	R	0	14	4300.03396813976
IND	1902.999	NA	NA	normal	NA	TBdead	0	14	553.42736294222
IND	1902.999	NA	NA	normal	NA	Dccount	0	14	2321.24130734455
IND	1902.999	NA	NA	normal	NA	Dscount	0	14	8510.93158584581
IND	1902.999	NA	NA	normal	NA	Dmcount	0	14	10344.8273035779
IND	1902.999	NA	NA	mild	NA	S	0	14	2971.43017300719
IND	1902.999	NA	NA	mild	NA	C	0	14	865.059897979757
IND	1902.999	NA	NA	mild	NA	I	0	14	12488.3395003616
IND	1902.999	NA	NA	mild	NA	Dm	0	14	4706.88670528384
IND	1902.999	NA	NA	mild	NA	Ds	0	14	1021.28849270842
IND	1902.999	NA	NA	mild	NA	Dc	0	14	579.056473144527
IND	1902.999	NA	NA	mild	NA	Rt	0	14	0
IND	1902.999	NA	NA	mild	NA	R	0	14	1198.37012226846
IND	1902.999	NA	NA	mild	NA	TBdead	0	14	154.233855246192
IND	1902.999	NA	NA	mild	NA	Dccount	0	14	646.903315161594
IND	1902.999	NA	NA	mild	NA	Dscount	0	14	2371.89896654719
IND	1902.999	NA	NA	mild	NA	Dmcount	0	14	2882.98465837416
IND	1902.999	NA	NA	moderate	NA	S	0	14	2831.59816486567
IND	1902.999	NA	NA	moderate	NA	C	0	14	824.351196898357
IND	1902.999	NA	NA	moderate	NA	I	0	14	11900.6529356387
IND	1902.999	NA	NA	moderate	NA	Dm	0	14	4485.38615444695
IND	1902.999	NA	NA	moderate	NA	Ds	0	14	973.22785775744
IND	1902.999	NA	NA	moderate	NA	Dc	0	14	551.806756761255
IND	1902.999	NA	NA	moderate	NA	Rt	0	14	0
IND	1902.999	NA	NA	moderate	NA	R	0	14	1141.97623416171
IND	1902.999	NA	NA	moderate	NA	TBdead	0	14	146.975791469901
IND	1902.999	NA	NA	moderate	NA	Dccount	0	14	616.460806212814
IND	1902.999	NA	NA	moderate	NA	Dscount	0	14	2260.28019165085
IND	1902.999	NA	NA	moderate	NA	Dmcount	0	14	2747.31479209773
IND	1903.999	NA	NA	over	NA	S	0	14	522.387070767037
IND	1903.999	NA	NA	over	NA	C	0	14	96.3891959278516
IND	1903.999	NA	NA	over	NA	I	0	14	4540.75553322826
IND	1903.999	NA	NA	over	NA	Dm	0	14	1924.55956928436
IND	1903.999	NA	NA	over	NA	Ds	0	14	415.510125563302
IND	1903.999	NA	NA	over	NA	Dc	0	14	256.046389364085
IND	1903.999	NA	NA	over	NA	Rt	0	14	0
IND	1903.999	NA	NA	over	NA	R	0	14	355.435132244442
IND	1903.999	NA	NA	over	NA	TBdead	0	14	71.9204116206568
IND	1903.999	NA	NA	over	NA	Dccount	0	14	276.04261743953
IND	1903.999	NA	NA	over	NA	Dscount	0	14	974.959585564296
IND	1903.999	NA	NA	over	NA	Dmcount	0	14	1184.79008753722
IND	1903.999	NA	NA	normal	NA	S	0	14	5494.0709166878
IND	1903.999	NA	NA	normal	NA	C	0	14	1013.74843993085
IND	1903.999	NA	NA	normal	NA	I	0	14	47756.2219874007
IND	1903.999	NA	NA	normal	NA	Dm	0	14	20241.0575390252
IND	1903.999	NA	NA	normal	NA	Ds	0	14	4370.02028609679
IND	1903.999	NA	NA	normal	NA	Dc	0	14	2692.90168124296
IND	1903.999	NA	NA	normal	NA	Rt	0	14	0
IND	1903.999	NA	NA	normal	NA	R	0	14	3738.19708050189
IND	1903.999	NA	NA	normal	NA	TBdead	0	14	756.404329113805
IND	1903.999	NA	NA	normal	NA	Dccount	0	14	2903.20683858816
IND	1903.999	NA	NA	normal	NA	Dscount	0	14	10253.8852964521
IND	1903.999	NA	NA	normal	NA	Dmcount	0	14	12460.7233344432
IND	1903.999	NA	NA	mild	NA	S	0	14	1531.13451776545
IND	1903.999	NA	NA	mild	NA	C	0	14	282.52005702991
IND	1903.999	NA	NA	mild	NA	I	0	14	13309.111045669
IND	1903.999	NA	NA	mild	NA	Dm	0	14	5640.95046169555
IND	1903.999	NA	NA	mild	NA	Ds	0	14	1217.8745059614
IND	1903.999	NA	NA	mild	NA	Dc	0	14	750.480796411973
IND	1903.999	NA	NA	mild	NA	Rt	0	14	0
IND	1903.999	NA	NA	mild	NA	R	0	14	1041.79262899233
IND	1903.999	NA	NA	mild	NA	TBdead	0	14	210.801206474339
IND	1903.999	NA	NA	mild	NA	Dccount	0	14	809.090430426209
IND	1903.999	NA	NA	mild	NA	Dscount	0	14	2857.64016458501
IND	1903.999	NA	NA	mild	NA	Dmcount	0	14	3472.66060140219
IND	1903.999	NA	NA	moderate	NA	S	0	14	1459.08112869414
IND	1903.999	NA	NA	moderate	NA	C	0	14	269.22499552262
IND	1903.999	NA	NA	moderate	NA	I	0	14	12682.7999376376
IND	1903.999	NA	NA	moderate	NA	Dm	0	14	5375.49396938047
IND	1903.999	NA	NA	moderate	NA	Ds	0	14	1160.56276450439
IND	1903.999	NA	NA	moderate	NA	Dc	0	14	715.164053051409
IND	1903.999	NA	NA	moderate	NA	Rt	0	14	0
IND	1903.999	NA	NA	moderate	NA	R	0	14	992.767093510339
IND	1903.999	NA	NA	moderate	NA	TBdead	0	14	200.881149699076
IND	1903.999	NA	NA	moderate	NA	Dccount	0	14	771.015586641446
IND	1903.999	NA	NA	moderate	NA	Dscount	0	14	2723.16298036924
IND	1903.999	NA	NA	moderate	NA	Dmcount	0	14	3309.24127898326
IND	1904.999	NA	NA	over	NA	S	0	14	304.764902021957
IND	1904.999	NA	NA	over	NA	C	0	14	33.5160778811134
IND	1904.999	NA	NA	over	NA	I	0	14	4464.89302335688
IND	1904.999	NA	NA	over	NA	Dm	0	14	2195.10385338356
IND	1904.999	NA	NA	over	NA	Ds	0	14	459.760170691251
IND	1904.999	NA	NA	over	NA	Dc	0	14	303.113105818498
IND	1904.999	NA	NA	over	NA	Rt	0	14	0
IND	1904.999	NA	NA	over	NA	R	0	14	333.062781614765
IND	1904.999	NA	NA	over	NA	TBdead	0	14	88.7895132319726
IND	1904.999	NA	NA	over	NA	Dccount	0	14	316.133447436666
IND	1904.999	NA	NA	over	NA	Dscount	0	14	1084.49690942707
IND	1904.999	NA	NA	over	NA	Dmcount	0	14	1283.9380175571
IND	1904.999	NA	NA	normal	NA	S	0	14	3205.28603850679
IND	1904.999	NA	NA	normal	NA	C	0	14	352.496681163434
IND	1904.999	NA	NA	normal	NA	I	0	14	46958.3576594431
IND	1904.999	NA	NA	normal	NA	Dm	0	14	23086.4370786892
IND	1904.999	NA	NA	normal	NA	Ds	0	14	4835.40869175282
IND	1904.999	NA	NA	normal	NA	Dc	0	14	3187.91369912559
IND	1904.999	NA	NA	normal	NA	Rt	0	14	0
IND	1904.999	NA	NA	normal	NA	R	0	14	3502.90166870701
IND	1904.999	NA	NA	normal	NA	TBdead	0	14	933.820742612127
IND	1904.999	NA	NA	normal	NA	Dccount	0	14	3324.85177476494
IND	1904.999	NA	NA	normal	NA	Dscount	0	14	11405.9157715606
IND	1904.999	NA	NA	normal	NA	Dmcount	0	14	13503.4860467212
IND	1904.999	NA	NA	mild	NA	S	0	14	893.276436960908
IND	1904.999	NA	NA	mild	NA	C	0	14	98.2367799963669
IND	1904.999	NA	NA	mild	NA	I	0	14	13086.7554132874
IND	1904.999	NA	NA	mild	NA	Dm	0	14	6433.92508750354
IND	1904.999	NA	NA	mild	NA	Ds	0	14	1347.57291409505
IND	1904.999	NA	NA	mild	NA	Dc	0	14	888.434965330082
IND	1904.999	NA	NA	mild	NA	Rt	0	14	0
IND	1904.999	NA	NA	mild	NA	R	0	14	976.218497836381
IND	1904.999	NA	NA	mild	NA	TBdead	0	14	260.245124990265
IND	1904.999	NA	NA	mild	NA	Dccount	0	14	926.59803559023
IND	1904.999	NA	NA	mild	NA	Dscount	0	14	3178.69783797591
IND	1904.999	NA	NA	mild	NA	Dmcount	0	14	3763.26660318459
IND	1904.999	NA	NA	moderate	NA	S	0	14	851.239898750983
IND	1904.999	NA	NA	moderate	NA	C	0	14	93.6138727024203
IND	1904.999	NA	NA	moderate	NA	I	0	14	12470.9080997209
IND	1904.999	NA	NA	moderate	NA	Dm	0	14	6131.15214220926
IND	1904.999	NA	NA	moderate	NA	Ds	0	14	1284.15771813763
IND	1904.999	NA	NA	moderate	NA	Dc	0	14	846.626261079254
IND	1904.999	NA	NA	moderate	NA	Rt	0	14	0
IND	1904.999	NA	NA	moderate	NA	R	0	14	930.278803820551
IND	1904.999	NA	NA	moderate	NA	TBdead	0	14	247.998295578958
IND	1904.999	NA	NA	moderate	NA	Dccount	0	14	882.993422150689
IND	1904.999	NA	NA	moderate	NA	Dscount	0	14	3029.11205736528
IND	1904.999	NA	NA	moderate	NA	Dmcount	0	14	3586.1717042112
IND	1905.999	NA	NA	over	NA	S	0	14	216.979245129854
IND	1905.999	NA	NA	over	NA	C	0	14	17.1810321319258
IND	1905.999	NA	NA	over	NA	I	0	14	4305.90246610592
IND	1905.999	NA	NA	over	NA	Dm	0	14	2390.75693966807
IND	1905.999	NA	NA	over	NA	Ds	0	14	486.860129432122
IND	1905.999	NA	NA	over	NA	Dc	0	14	336.656866283511
IND	1905.999	NA	NA	over	NA	Rt	0	14	0
IND	1905.999	NA	NA	over	NA	R	0	14	327.097603630633
IND	1905.999	NA	NA	over	NA	TBdead	0	14	101.56914561796
IND	1905.999	NA	NA	over	NA	Dccount	0	14	341.605845403535
IND	1905.999	NA	NA	over	NA	Dscount	0	14	1151.17414136837
IND	1905.999	NA	NA	over	NA	Dmcount	0	14	1324.24050903449
IND	1905.999	NA	NA	normal	NA	S	0	14	2282.02309533123
IND	1905.999	NA	NA	normal	NA	C	0	14	180.697062077151
IND	1905.999	NA	NA	normal	NA	I	0	14	45286.2155918037
IND	1905.999	NA	NA	normal	NA	Dm	0	14	25144.1678137504
IND	1905.999	NA	NA	normal	NA	Ds	0	14	5120.42549919991
IND	1905.999	NA	NA	normal	NA	Dc	0	14	3540.7015247059
IND	1905.999	NA	NA	normal	NA	Rt	0	14	0
IND	1905.999	NA	NA	normal	NA	R	0	14	3440.16445197735
IND	1905.999	NA	NA	normal	NA	TBdead	0	14	1068.22722115441
IND	1905.999	NA	NA	normal	NA	Dccount	0	14	3592.75113269235
IND	1905.999	NA	NA	normal	NA	Dscount	0	14	12107.1763143915
IND	1905.999	NA	NA	normal	NA	Dmcount	0	14	13927.3570777766
IND	1905.999	NA	NA	mild	NA	S	0	14	635.973649518539
IND	1905.999	NA	NA	mild	NA	C	0	14	50.3581976280585
IND	1905.999	NA	NA	mild	NA	I	0	14	12620.7486075518
IND	1905.999	NA	NA	mild	NA	Dm	0	14	7007.39103006159
IND	1905.999	NA	NA	mild	NA	Ds	0	14	1427.00382764588
IND	1905.999	NA	NA	mild	NA	Dc	0	14	986.75288393443
IND	1905.999	NA	NA	mild	NA	Rt	0	14	0
IND	1905.999	NA	NA	mild	NA	R	0	14	958.734355469097
IND	1905.999	NA	NA	mild	NA	TBdead	0	14	297.702668190572
IND	1905.999	NA	NA	mild	NA	Dccount	0	14	1001.25851238967
IND	1905.999	NA	NA	mild	NA	Dscount	0	14	3374.13110401073
IND	1905.999	NA	NA	mild	NA	Dmcount	0	14	3881.39459544593
IND	1905.999	NA	NA	moderate	NA	S	0	14	606.045477776491
IND	1905.999	NA	NA	moderate	NA	C	0	14	47.9884000926204
IND	1905.999	NA	NA	moderate	NA	I	0	14	12026.83102602
IND	1905.999	NA	NA	moderate	NA	Dm	0	14	6677.63145217634
IND	1905.999	NA	NA	moderate	NA	Ds	0	14	1359.85070634489
IND	1905.999	NA	NA	moderate	NA	Dc	0	14	940.317454102222
IND	1905.999	NA	NA	moderate	NA	Rt	0	14	0
IND	1905.999	NA	NA	moderate	NA	R	0	14	913.617444623492
IND	1905.999	NA	NA	moderate	NA	TBdead	0	14	283.693130863957
IND	1905.999	NA	NA	moderate	NA	Dccount	0	14	954.140464747804
IND	1905.999	NA	NA	moderate	NA	Dscount	0	14	3215.34846382199
IND	1905.999	NA	NA	moderate	NA	Dmcount	0	14	3698.74073213083
IND	1906.999	NA	NA	over	NA	S	0	14	179.255896967329
IND	1906.999	NA	NA	over	NA	C	0	14	12.9754380659918
IND	1906.999	NA	NA	over	NA	I	0	14	4169.09095631711
IND	1906.999	NA	NA	over	NA	Dm	0	14	2522.22564547676
IND	1906.999	NA	NA	over	NA	Ds	0	14	503.40934605909
IND	1906.999	NA	NA	over	NA	Dc	0	14	358.997946850081
IND	1906.999	NA	NA	over	NA	Rt	0	14	0
IND	1906.999	NA	NA	over	NA	R	0	14	326.672562459961
IND	1906.999	NA	NA	over	NA	TBdead	0	14	110.375635803676
IND	1906.999	NA	NA	over	NA	Dccount	0	14	357.209696813377
IND	1906.999	NA	NA	over	NA	Dscount	0	14	1191.74616111378
IND	1906.999	NA	NA	over	NA	Dmcount	0	14	1339.9496590886
IND	1906.999	NA	NA	normal	NA	S	0	14	1885.27753707018
IND	1906.999	NA	NA	normal	NA	C	0	14	136.465814142327
IND	1906.999	NA	NA	normal	NA	I	0	14	43847.3359198868
IND	1906.999	NA	NA	normal	NA	Dm	0	14	26526.855926566
IND	1906.999	NA	NA	normal	NA	Ds	0	14	5294.47760510423
IND	1906.999	NA	NA	normal	NA	Dc	0	14	3775.66806169913
IND	1906.999	NA	NA	normal	NA	Rt	0	14	0
IND	1906.999	NA	NA	normal	NA	R	0	14	3435.69419138925
IND	1906.999	NA	NA	normal	NA	TBdead	0	14	1160.84720414211
IND	1906.999	NA	NA	normal	NA	Dccount	0	14	3756.86060441656
IND	1906.999	NA	NA	normal	NA	Dscount	0	14	12533.8820393001
IND	1906.999	NA	NA	normal	NA	Dmcount	0	14	14092.5740007594
IND	1906.999	NA	NA	mild	NA	S	0	14	525.405215249067
IND	1906.999	NA	NA	mild	NA	C	0	14	38.0314564003207
IND	1906.999	NA	NA	mild	NA	I	0	14	12219.7493547226
IND	1906.999	NA	NA	mild	NA	Dm	0	14	7392.73034019051
IND	1906.999	NA	NA	mild	NA	Ds	0	14	1475.51015224216
IND	1906.999	NA	NA	mild	NA	Dc	0	14	1052.23536145713
IND	1906.999	NA	NA	mild	NA	Rt	0	14	0
IND	1906.999	NA	NA	mild	NA	R	0	14	957.488545141265
IND	1906.999	NA	NA	mild	NA	TBdead	0	14	323.514794596982
IND	1906.999	NA	NA	mild	NA	Dccount	0	14	1046.99393893576
IND	1906.999	NA	NA	mild	NA	Dscount	0	14	3493.04909291968
IND	1906.999	NA	NA	mild	NA	Dmcount	0	14	3927.43865594933
IND	1906.999	NA	NA	moderate	NA	S	0	14	500.680263943228
IND	1906.999	NA	NA	moderate	NA	C	0	14	36.2417408050115
IND	1906.999	NA	NA	moderate	NA	I	0	14	11644.702326265
IND	1906.999	NA	NA	moderate	NA	Dm	0	14	7044.83714771096
IND	1906.999	NA	NA	moderate	NA	Ds	0	14	1406.07438037194
IND	1906.999	NA	NA	moderate	NA	Dc	0	14	1002.71840327092
IND	1906.999	NA	NA	moderate	NA	Rt	0	14	0
IND	1906.999	NA	NA	moderate	NA	R	0	14	912.430260664029
IND	1906.999	NA	NA	moderate	NA	TBdead	0	14	308.290568968889
IND	1906.999	NA	NA	moderate	NA	Dccount	0	14	997.723635927019
IND	1906.999	NA	NA	moderate	NA	Dscount	0	14	3328.67031207641
IND	1906.999	NA	NA	moderate	NA	Dmcount	0	14	3742.61801331642
IND	1907.999	NA	NA	over	NA	S	0	14	160.708018955344
IND	1907.999	NA	NA	over	NA	C	0	14	11.6173487136415
IND	1907.999	NA	NA	over	NA	I	0	14	4072.17952168168
IND	1907.999	NA	NA	over	NA	Dm	0	14	2607.86299128668
IND	1907.999	NA	NA	over	NA	Ds	0	14	513.68815820073
IND	1907.999	NA	NA	over	NA	Dc	0	14	373.431477075851
IND	1907.999	NA	NA	over	NA	Rt	0	14	0
IND	1907.999	NA	NA	over	NA	R	0	14	327.361440485873
IND	1907.999	NA	NA	over	NA	TBdead	0	14	116.154471600198
IND	1907.999	NA	NA	over	NA	Dccount	0	14	366.844995280487
IND	1907.999	NA	NA	over	NA	Dscount	0	14	1216.93220254635
IND	1907.999	NA	NA	over	NA	Dmcount	0	14	1346.7115600131
IND	1907.999	NA	NA	normal	NA	S	0	14	1690.20502694413
IND	1907.999	NA	NA	normal	NA	C	0	14	122.182460608988
IND	1907.999	NA	NA	normal	NA	I	0	14	42828.0949694107
IND	1907.999	NA	NA	normal	NA	Dm	0	14	27427.5245635324
IND	1907.999	NA	NA	normal	NA	Ds	0	14	5402.58235349043
IND	1907.999	NA	NA	normal	NA	Dc	0	14	3927.46898303913
